job_title,tech_stack,experience_years,location,company_name,remote_option,salary_min,salary_max,currency,posted_date,deadline,job_description
Mid-Level AI-Powered Cross-Platform Engineer,Software Engineer,2,Hồ Chí Minh,CÔNG TY CỔ PHẦN WORK FLOW,onsite,,,,3/9/2026,2/4/2026,"Overview
We're looking for a versatile and resourceful Mid-Level Engineer with 2–3 years of hands-on experience who thrives in an AI-assisted development environment. This role goes beyond traditional mobile development — you'll be responsible for building and maintaining systems across our entire tech stack: cross-platform mobile apps (React Native/Flutter), web applications (Next.js), backend services, and IoT integrations.
What sets this role apart is the expectation that you actively leverage AI development tools — such as Claude Code, Cursor, GitHub Copilot, and OpenAI Codex — to accelerate development, improve code quality, and solve problems across all layers of our system. We're not looking for someone who only codes manually; we want an engineer who knows how to multiply their output by working effectively with AI.
---
Core Responsibilities
1. Cross-Platform Mobile Development (40%)
- Feature Ownership: Design, build, and maintain performant, reliable mobile apps for iOS and Android using React Native or Flutter.
- Architecture & State Management:Implement robust state management (e.g., Redux Toolkit, MobX, BLoC, Provider, Riverpod) to handle complex data flows and business logic.
- Performance Optimization:Profile, diagnose, and resolve performance bottlenecks in rendering, memory, and threading across devices.
- Native & Third-Party Integration: Build secure, reliable integrations with native modules, third-party libraries, and backend services via RESTful and GraphQL APIs.
2. Front-End & Web Development (20%)
- Next.js Development:Build and enhance modular React components for our Next.js web applications with consistent, high-quality user experiences.
- Performance Engineering:Apply SSR (Server-Side Rendering) and SSG (Static Site Generation) to optimize performance, speed, and SEO.
- Cross-Platform Consistency:Collaborate with designers and backend engineers to ensure feature parity and cohesive UX across mobile and web.
3. Backend & IoT System Support (20%)
- Backend Development: Contribute to backend services — building APIs, handling data processing, and supporting system integrations as needed.
- IoT Integration:Work with IoT devices and systems (e.g., QR code access control, smart energy management, sensor-based automation) to build reliable communication between hardware and software layers.
- System Connectivity: Ensure smooth data flow and interoperability across mobile apps, web dashboards, backend services, and IoT devices.
4. AI-Assisted Development & Quality (20%)
- AI-First Workflow: Use AI coding tools (Claude Code, Cursor, GitHub Copilot, Codex) daily to accelerate feature development, generate boilerplate, debug issues, refactor code, and write tests across all parts of the system — frontend, backend, mobile, and IoT.
- Prompt Engineering: Write effective prompts and context to get high-quality, production-ready outputs from AI tools. Critically review and refine all AI-generated code before merging.
- Testing: Write and maintain unit, integration, and UI tests using Jest or framework-specific tools.
- Code Review & CI/CD: Participate in code reviews, share best practices, and support automated testing and deployment pipelines for stable releases."
"SENIOR FULLSTACK DEVELOPER ( React.Js , Dotnet)","Software Engineer, IT - Phần mềm, Tài chính, Ngân hàng",4,Hồ Chí Minh,CÔNG TY TNHH MTV OUTSOURCE SOLUTIONS,onsite,40000000,50000000,VND,3/9/2026,3/4/2026,"We are seeking an experienced Senior Full Stack Developer to join our dedicated team working on a CRM solution for the financial lending sector. This is a long-term, full-time contract position.
Employment type:
Remote Full-time (Night shift)
.
Industry: Financial services in the US market (No insurance, No lending).
Working hours: 5
fixed hours (07:00 AM - 12:00 PM California time, equivalent to 10:00 PM - 3:00 AM Vietnam time)
, with the remaining 3 hours being flexible as determined by the management, 5 days/ week.
Design, develop, and maintain a secure .NET Core (C#) and ReactJS web application for financial CRM.
Ensure data security and privacy compliance for handling sensitive financial information.
Implement robust authentication and authorization mechanisms.
Optimize application performance and scalability.
Collaborate with cross-functional teams throughout the software development life cycle.
Perform code reviews and provide technical guidance to junior developers.
Troubleshoot and resolve production issues promptly.
Continuously improve development processes, automation, and DevOps practices.
Perform other tasks as required by management."
Lập Trình Viên PHP,Backend Developer,3,Hà Nội,Công ty TNHH Embermax,onsite,25000000,30000000,VND,3/9/2026,3/4/2026,"·
Phát triển ứng dụng web:
Viết code chất lượng, tuân thủ các tiêu chuẩn và quy trình của công ty.
Xây dựng giao diện người dùng thân thiện, dễ sử dụng (UX/UI).
Tích hợp các API và dịch vụ bên ngoài vào ứng dụng.
Xử lý và tối ưu hóa dữ liệu.
·
Bảo trì và nâng cấp:
Sửa lỗi và khắc phục sự cố cho các ứng dụng web.
Cập nhật và nâng cấp các tính năng hiện có.
Đảm bảo tính ổn định và bảo mật của ứng dụng.
·
Tham gia vào quá trình phát triển:
Đóng góp ý tưởng và giải pháp cho các dự án mới.
Phối hợp với các thành viên khác trong nhóm để hoàn thành công việc.
Nghiên cứu và áp dụng các công nghệ mới vào dự án.
·
Các nhiệm vụ khác:
Viết tài liệu kỹ thuật liên quan đến dự án.
Tham gia vào các buổi đào tạo và chia sẻ kiến thức.
Thực hiện các nhiệm vụ khác theo yêu cầu của quản lý."
Angular Developer (Ưu Tiên Có Kinh Nghiệm Bank ),Software Engineer,3,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,26000000,26000000,VND,3/9/2026,2/4/2026,"Đọc và tìm hiểu tài liệu thiết kế
- Tham gia vào toàn bộ chu kì phát triển sản phẩm phần mềm: thiết kế hệ thống, lựa chọn công nghệ, lập trình, kiểm soát chất lượng, triển khai
- Chủ động thảo luận, thiết kế, phối hợp và tư vấn về API Backend Team
- Tìm hiểu các công nghệ mới nhất và lên thiết kế áp dụng cho hệ thống hiện tại.
- Nghiên cứu nắm bắt công nghệ mới.
- Báo cáo tiến độ cho quản lý"
Intern Android Developer,"Software Engineer, IT - Phần mềm",1,Hà Nội,Cty TNHH Thundersoft Việt Nam,onsite,,,,3/9/2026,29/04/2026,"Tham gia vào dự án phát triển ứng dụng di động trên nền tảng Android
Lập tài liệu, phát triển và tối ưu code của các chức năng trên mobile
Sử dụng thành thạo Android Studio và các công cụ liên quan để tối ưu quy trình code.
Thực hiện test thủ công (Manual Test) cẩn thận, rà soát kỹ lỗi trước khi bàn giao.
Làm việc theo hướng dẫn và phân công của leader"
Fullstack Developer ( Java / ReactJS ),"Backend Developer, IT - Phần mềm",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,16000000,20000000,VND,3/9/2026,6/4/2026,"Phát triển, tối ưu và bảo trì các API, dịch vụ backend bằng Java (Spring Boot).
Thiết kế cấu trúc hệ thống, xử lý logic nghiệp vụ và tích hợp với hệ thống nội bộ/đối tác.
Phát triển giao diện người dùng bằng ReactJS, đảm bảo trải nghiệm người dùng mượt mà và tối ưu hiệu năng.
Xây dựng và tích hợp RESTful APIs giữa frontend và backend.
Làm việc với cơ sở dữ liệu (MySQL, PostgreSQL, Oracle...), tối ưu truy vấn và xử lý dữ liệu.
Đảm bảo hiệu năng, bảo mật và khả năng mở rộng của hệ thống."
NodeJS Developer ( Lập Trình Viên Nodejs ),"Software Engineer, IT - Phần mềm",1,Hà Nội,Viettel Software,onsite,15000000,25000000,VND,3/9/2026,20/04/2026,"Tham gia xây dựng ứng dụng web cho các sản phẩm thị trường trong và ngoài trước ở nhiều lĩnh vực: Bank, Fintech, Quản trị doanh nghiệp, Giáo dục, Y tế, Viễn thông, Thương mại điện tử,....
Kết hợp với các thành viên trong team cùng PM, BA để nghiên cứu, tìm hiểu yêu cầu và đưa ra sáng kiến về sản phẩm.
Nghiên cứu và áp dụng các công nghệ mới áp dụng vào dự án.
Triển khai, bảo trì dự án sử dụng công nghệ NodeJS tuân thủ theo tiêu chuẩn và phương pháp được đề ra"
Backend Developer,"Backend Developer, IT - Phần mềm, Điện toán đám mây (Cloud), Ngân hàng",5,Hà Nội,NGÂN HÀNG TM TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG,onsite,40000000,48000000,VND,3/9/2026,31/05/2026,"- Phân tích yêu cầu nghiệp vụ và xác định phạm vi công việc liên quan đến Microservice và API.
- Thiết kế sự tích hợp kỹ thuật giữa các hệ thống cốt lõi và các nền tảng bên ngoài/nội bộ.
- Tạo thiết kế chi tiết cho Micro-service đã xác định
- Tạo bản đặc tả kỹ thuật cho API đã xác định
- Hỗ trợ triển khai Micro-service và API vào môi trường sản xuất
- Hỗ trợ giải quyết sự cố/vấn đề trên môi trường sản xuất
- Xem xét và chấp nhận các tài liệu thiết kế kiến ​​trúc vi dịch vụ và mã nguồn do các đối tác cung cấp.
- Nghiên cứu và cải tiến khung/tiêu chuẩn phát triển Microservice và API.
- Đào tạo cho các thành viên khác trong nhóm"
Reactjs Developer,Frontend Developer,4,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,,,,3/9/2026,3/4/2026,"Làm việc với các nhà phát triển back-end để tích hợp các thành phần UI với API và cơ sở dữ liệu.
4 năm kinh nghiệm làm việc chuyên nghiệp trong phát triển front-end.
Tham gia, nghiên cứu, đánh giá các giải pháp công nghệ, đặc biệt các sản phẩm xây dựng trên nền tảng."
IOS Developer,"Mobile Developer, Tài chính",5,Hà Nội,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,onsite,,,,3/9/2026,2/4/2026,"Phát triển các ứng dụng mobile Fintech (Mobile Banking, Ngân hàng số, Ví điện tử) cho các đối tượng khách hàng khác nhau
Phối hợp với đội UI/UX xây dựng giao diện ứng dụng
Phối hợp các phòng ban khác để phát triển tính năng sản phẩm
Xây dựng Unit tests
Phát triển framework cho bên khác tích hợp
Nghiên cứu, sử dụng và phát triển các công nghệ mới vào các module cho ứng dụng, triển khai các giải pháp nhằm tối ưu năng suất và chất lượng làm việc"
Backend Developer,"Backend Developer, IT - Phần mềm",2,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,onsite,,,,3/9/2026,2/4/2026,"Thiết kế và phát triển API/backend services phục vụ sản phẩm, đảm bảo tính ổn định và khả năng mở rộng.
Phân tích yêu cầu, đề xuất giải pháp kỹ thuật, ước lượng effort và kế hoạch triển khai.
Tối ưu hiệu năng (query, caching, indexing), xử lý concurrency, bottleneck cơ bản–trung cấp.
Thiết kế schema CSDL, chuẩn hóa dữ liệu, đảm bảo data consistency theo bài toán.
Xây dựng/duy trì tiêu chuẩn codebase: clean code, review, guideline, tài liệu kỹ thuật.
Phối hợp DevOps triển khai (Docker/K8s/CI-CD), theo dõi vận hành (logging/monitoring/alert).
Hỗ trợ hướng dẫn Junior, tham gia phỏng vấn kỹ thuật (tuỳ nhu cầu)."
Intern AI Solution Engineer ( QA Automation),"Software Engineer, IT - Phần mềm",1,Hà Nội,"TECHVIFY SOFTWARE., JSC",onsite,4000000,4000000,VND,3/9/2026,2/4/2026,"1. Pre-Sales & Solution Support (QA-Focused)
-Support Solution Architects in analyzing client quality challenges, test automation needs, and non-functional requirements.
-Assist in preparing technical solution proposals, demos, and PoCs focused on automation QA and AI-assisted testing.
-Help showcase how AI can improve test coverage, test generation, defect detection, and maintenance cost reduction.
2. AI-Driven Automation QA Development
-Design and implement test automation frameworks (UI, API, and integration tests) using modern tools.
-Apply AI/LLM capabilities to QA use cases such as:
-Automated test case generation from requirements or user stories
-Intelligent test script creation and self-healing tests
-Test data generation using LLMs
-AI-assisted defect analysis and test optimization
-Collaborate with senior engineers to integrate AI-powered QA solutions into CI/CD pipelines.
3. Tooling, Integration & Cloud Enablement
-Work with automation tools such as Playwright, Selenium, Cypress, or similar frameworks.
-Integrate automation tests with DevOps pipelines (Azure DevOps, GitHub Actions, Jenkins).
-Assist in deploying QA automation and AI services on cloud platforms (Azure preferred).
-Support integration of QA tools with enterprise systems (Jira, Test Management tools, CI/CD systems).
4. Collaboration & Continuous Learning
-Collaborate with developers, QA engineers, AI engineers, and pre-sales teams in agile environments.
-Clearly communicate technical ideas, PoC results, and solution value in English.
-Continuously explore new AI trends in software testing and quality engineering and propose improvements."
Lập Trình Viên Backend Game Tool Developer (NestJS),"Backend Developer, IT - Phần mềm, Game",1,Hà Nội,SonatGame Studio,onsite,,,,3/9/2026,2/4/2026,"Phát triển Backend (70%)
Thiết kế, xây dựng và duy trì hệ thống API & dịch vụ backend cho game mobile, bao gồm: Login/Authentication, Inventory, Leaderboard, Matchmaking, Social features, Payment,...
Phát triển và tối ưu logic gameplay phía server, hỗ trợ các mô hình Multiplayer real-time hoặc Turn-based (tùy dự án).
Thiết kế và tối ưu cơ sở dữ liệu nhằm đảm bảo hiệu năng, khả năng mở rộng và ổn định khi game đạt lượng CCU cao.
Phối hợp chặt chẽ với Client Developer (Unity/Cocos) trong quá trình tích hợp API, đồng bộ dữ liệu và xử lý các vấn đề phát sinh giữa client – server.
Xây dựng và cải tiến các công cụ nội bộ (CMS, Dashboard, GM Tool) nhằm hỗ trợ Game Design, vận hành game và phân tích dữ liệu người chơi.
Vận hành hệ thống & DevOps (30%)
Thiết lập và duy trì quy trình CI/CD để tự động hóa việc build, test và deploy game server.
Cấu hình, quản lý và tối ưu hạ tầng server (Cloud AWS/GCP, VPS hoặc server vật lý tùy dự án).
Thực hiện monitoring & logging để theo dõi hiệu năng hệ thống, phát hiện sớm sự cố, bottleneck hoặc crash và xử lý kịp thời (tham gia on-call khi cần).
Thực hiện bảo trì định kỳ, backup dữ liệu, đảm bảo an toàn và bảo mật thông tin người chơi.
Hỗ trợ truy xuất log, dữ liệu người dùng nhằm phục vụ công tác vận hành, xử lý khiếu nại và cải thiện trải nghiệm người chơi."
IOS / Android Developer,Software Engineer,3,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,26000000,26000000,VND,3/2/2026,1/4/2026,"Tham gia vào dự án lớn của khách hàng Nhật Bản/ Âu Mỹ về các lĩnh vực tài chính- ngân hàng, logistic, hành chính, quản lý vận hành,…
Phân tích và phát triển dựa trên module khách hàng yêu cầu và coding
Các công việc khác theo sự phân công của trưởng bộ phận
Địa điểm làm việc:36 Hoàng Cầu Hà Nội"
Java Developer,"Backend Developer, IT - Phần mềm",5,Hà Nội,Công ty TNHH Công Nghệ và Thương Mại Lifesup,onsite,32000000,45000000,VND,3/2/2026,12/4/2026,"- Xây dựng web service và tối ưu hiệu năng cho các sản phẩm dự án của công ty và khách hàng.
- Tối ưu hóa Restful service.
- Phối hợp với các technical writers để viết các tài liệu hỗ trợ người dùng.
- Cùng Agile dev team phát triển các sản phẩm theo project charter đúng tiến độ và
đảm bảo chất lượng.
- Các công việc khác liên quan đến phát triển dự án do teamlead yêu cầu.
- Dự án onsite cùng team tại Dương Đình Nghệ"
